id,mssubclass,lotshape,landcontour,landslope,bldgtype,housestyle,overallqual,overallcond,lotfrontage,lotarea,garagearea,grlivarea,totalbsmtsf,saleprice,gentle_slope,moderate_slope,severe_slope,regular_shape,ordinal_lot_shape,mean_land_contour,lotfrontage_mean_norm,lotarea_mean_norm,garagearea_mean_norm,grlivarea_mean_norm,totalbsmtsf_mean_norm,saleprice_mean_norm,lotfrontage_standard,lotarea_standard,garagearea_standard,grlivarea_standard,totalbsmtsf_standard,saleprice_standard
159,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,100,12552,678,1947,991,254900,1,0,0,0,0,0.99,0.10256863572593615,0.009512593974190652,0.14458382441022471,0.08129922783908497,-0.010872250745465552,0.1027340704202042,1.2337996490753502,0.2039690626914935,0.9592397907828683,0.8215038607593665,-0.15147346032838704,0.9315435648806756
160,2-STORY 1946 & NEWER,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,Two story,Good,Average,134,19378,576,2462,1392,320000,1,0,0,4,1,0.64,0.21900699189031972,0.04141799022088957,0.07265152539753077,0.17832258880366672,0.05475786382081923,0.19313818096040694,2.6344383721874673,0.8880846451389786,0.4820057451562008,1.8018952830987427,0.7628929195354863,1.751284932744602
1413,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,One story,Below Average,Average,60,7200,420,1040,0,90000,1,0,0,0,0,0.99,-0.03441766564392686,-0.015503181108190335,-0.03736257897482466,-0.08957492438397456,-0.1730653767683788,-0.12626190236135393,-0.4140106134094934,-0.3324192463121601,-0.24788161874340822,-0.9051272461567778,-2.4111669327600542,-1.144882726375261
162,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Excellent,Average,110,13688,726,2668,1572,412500,1,0,0,4,1,0.99,0.13681521106840192,0.014822369851168379,0.17843431806325713,0.21713193318949944,0.08421776562114656,0.3215925622963325,1.6457522146965613,0.31782128971469054,1.1838205181365942,2.194051852034493,1.17333169353922,2.9160480130428077
163,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,95,12182,532,1541,1541,220000,1,0,0,0,0,0.99,0.08544534805470327,0.007783177535386286,0.04162190621558436,0.0048109083213758504,0.07914411586664574,0.05426857951616309,1.027823366264745,0.16688691128429026,0.27614007841528543,0.04861275887628537,1.1026450157941325,0.49208160269248774
164,1-1/2 STORY - UNFINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level unfinished,Below Average,Above Average,55,5500,0,882,882,103200,1,0,0,0,0,0.99,-0.05154095331515974,-0.023449148529723907,-0.33355439843885853,-0.11934131473815693,-0.02871185794677488,-0.10793111497071373,-0.619986896220099,-0.5027966987236345,-2.2129629830885094,-1.205907527185169,-0.4000169401417591,-0.9786678868083818
165,1-STORY W/FINISHED ATTIC ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Good,40,5400,216,1616,1149,152000,1,0,0,0,0,0.99,-0.10291081632885837,-0.02391655837804941,-0.18122717700021254,0.018940523995829506,0.014986996390377328,-0.04016274946592273,-1.2379157446519153,-0.5128189018066625,-1.202349709996743,0.19138820873153434,0.20880057463044585,-0.36417666174295005
166,2 FAMILY CONVERSION - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Two-family Conversion; originally built as one-family dwelling,One and one-half story: 2nd level finished,Average,Good,62,10106,0,1355,644,127500,1,0,0,0,0,0.99,-0.027568350575433713,-0.0019202509158511814,-0.33355439843885853,-0.030230538551269212,-0.06766439477165213,-0.07418580181976248,-0.33162010028525124,-0.0411740247193691,-2.2129629830885094,-0.3054703567647321,-0.9427082079911403,-0.6726814776057181
168,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Average,86,10562,789,2161,1582,325624,1,0,0,0,0,0.99,0.0546234302464841,0.00021113799251311786,0.22286309098286222,0.12161573123019273,0.08585442683227586,0.2009482073456312,0.657066057205655,0.004527221339238157,1.4785827227883592,1.2288898110130102,1.1961338476505385,1.822102528026733
169,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,62,8244,440,1720,840,183500,1,0,0,4,1,0.99,-0.027568350575433713,-0.01062342229167207,-0.023258206619394477,0.03853359106440524,-0.03558583503351793,0.0035811749890140828,-0.33162010028525124,-0.22778744612534874,-0.1543063156793558,0.38937016586414624,-0.49578598740929697,0.03247238722346598
214,1-STORY 1946 & NEWER ALL STYLES,Moderately Irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Average,43,13568,576,990,990,156000,1,0,0,4,2,0.99,-0.09263684372611865,0.014261478033177774,0.07265152539753077,-0.09899466816694366,-0.01103591686657848,-0.034607965408152974,-1.114329974965552,0.30579464601505707,0.4820057451562008,-1.0003108793936104,-0.1537536757395189,-0.31380852854086544
172,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Average,141,31770,528,1656,1080,215000,1,0,0,4,1,0.99,0.24297959463004573,0.09933941862538605,0.03880103174449833,0.026476319022204788,0.0036940340335851847,0.0473250994439509,2.922805168122315,2.1300360511877967,0.25742501780247495,0.26753511532100044,0.05146571126234793,0.429121436189882
173,2-STORY PUD - 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,Good,Good,44,5306,504,1767,1064,239000,1,0,0,4,1,0.99,-0.08921218619187207,-0.024355923635475382,0.02187578491798211,0.0473881502203962,0.001075376095778311,0.08065380379056943,-1.073134718403431,-0.5222397727047087,0.14513465412561202,0.478842781106769,0.014982264684238269,0.7313302354023894
174,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Average,80,10197,504,1362,1362,163000,1,0,0,4,1,0.99,0.03407548504100464,-0.0014949079538749725,0.02187578491798211,-0.02891177442165354,0.04984788018743134,-0.024887093307055907,0.40989451783292846,-0.03205381991381371,0.14513465412561202,-0.29214464811157553,0.6944864572015307,-0.22566429543721747
175,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Average,47,12416,616,1651,1606,184000,1,0,0,4,1,0.99,-0.07893821358913235,0.008876916580467966,0.10086027010839113,0.02553434464390788,0.08978241373898617,0.004275522996235302,-0.9495489487170676,0.19033886649857557,0.6691563512843056,0.2580167519973172,1.250859017517703,0.03876840387372655
176,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Good,84,12615,576,2158,1202,243000,1,0,0,0,0,0.99,0.04777411517799094,0.00980706217863572,0.07265152539753077,0.12105054660321458,0.023661300809362597,0.08620858784833918,0.5746755440814129,0.2102830506338011,0.4820057451562008,1.2231787930188003,0.3296519914204341,0.7816983686044741
177,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Average,97,10029,521,2060,1151,211000,1,0,0,4,1,0.99,0.09229466312319642,-0.00228015649906182,0.03386450142009777,0.10258784878859514,0.015314328632603189,0.041770315386181145,1.110213879388987,-0.04889112109330059,0.2246736617300566,1.0366188718746083,0.21336100545270956,0.3787533029877974
179,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Excellent,Average,63,17423,1166,2234,2216,501837,1,0,0,4,1,0.99,-0.024143693041187138,0.03228012768612596,0.48873050988272115,0.13536855715332763,0.18961874761787323,0.44565449813857666,-0.29042484372313015,0.6921505748657829,3.2424771855457477,1.367857915538786,2.6417904183081338,4.040982492011465
180,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,60,8520,480,968,968,100000,1,0,0,0,0,0.99,-0.03441766564392686,-0.009333371110293679,0.004950538091465889,-0.10313935543145007,-0.014636571531062932,-0.11237494221692954,-0.4140106134094934,-0.20012616561619173,0.03284429044874909,-1.0421916780178169,-0.2039184147844197,-1.0189623933700496
183,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,60,9060,252,1340,0,120000,1,0,0,0,0,0.99,-0.03441766564392686,-0.006809357929335956,-0.1558393067604382,-0.033056461686159944,-0.1730653767683788,-0.08460102192808076,-0.4140106134094934,-0.14600626896784102,-1.0339141644814487,-0.3340254467357819,-2.4111669327600542,-0.7671217273596266
184,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Good,Average,63,11426,484,2082,1362,200000,1,0,0,0,0,0.99,-0.024143693041187138,0.0042495590820454746,0.007771412562551925,0.10673253605310155,0.04984788018743134,0.02649465922731432,-0.29042484372313015,0.09111905597659928,0.05155935106155958,1.0784996704988148,0.6944864572015307,0.24024093668206484
185,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Average,Very Good,92,7438,576,1252,504,127000,1,0,0,4,1,0.99,0.07517137545196355,-0.014390745669175633,0.07265152539753077,-0.049635210744185566,-0.09057765172746228,-0.0748801498269837,0.9042375965783815,-0.3085664029745537,0.4820057451562008,-0.5015486412326073,-1.2619383655495997,-0.6789774942559786
186,2-1/2 STORY ALL AGES,Moderately Irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two and one-half story: 2nd level finished,Very Excellent,Excellent,90,22950,840,3608,1107,475000,1,0,0,4,2,0.99,0.0683220603834704,0.05811387000307658,0.2588292404892092,0.39422311630931856,0.008113019303634285,0.4083860631989849,0.8218470834541394,1.2460777392647353,1.717199745601693,3.9835041568869474,0.11303152736290799,3.7030500943253792
188,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Average,Good,60,10410,180,1656,660,135000,1,0,0,0,0,0.99,-0.03441766564392686,-0.0004993249769416486,-0.20661504723998686,0.026476319022204788,-0.06504573683384526,-0.06377058171144419,-0.4140106134094934,-0.010706527346964263,-1.3707852555120374,0.26753511532100044,-0.9062247614130307,-0.5782412278518094
189,DUPLEX - ALL STYLES AND AGES,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Duplex,Split Foyer,Average,Average,64,7018,528,1224,1086,153337,1,0,0,0,0,0.75,-0.020719035506940563,-0.01635386703214275,0.03880103174449833,-0.05491026726264826,0.004676030760262763,-0.03830606289461319,-0.24922958716100904,-0.3506596559232709,0.25742501780247495,-0.5548514758452336,0.06514700372913905,-0.34734111322015326
190,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Very Good,Average,41,4923,682,1593,1593,286000,1,0,0,0,0,0.99,-0.0994861587946118,-0.026146103354562064,0.14740469888131075,0.014607441855663717,0.08765475416451808,0.14592251646936402,-1.1967204880897941,-0.5606248105127055,0.9779548513956787,0.14760373744259134,1.221216217172989,1.3231558005268833
191,2-STORY 1945 & OLDER,Regular,Banked - Quick and significant rise from street grade to building,Moderate Slope,Single-family Detached,Two story,Very Good,Very Good,70,10570,440,2727,853,315000,0,1,0,0,0,0.75,-0.0001710903014611113,0.00024853078037915817,-0.023258206619394477,0.22824723085340298,-0.03345817545904984,0.18619470088819476,-0.0020580477882824874,0.00532899758588039,-0.1543063156793558,2.3063685392539557,-0.46614318706458285,1.6883247662419962
193,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,68,9017,666,1431,1431,192000,1,0,0,4,1,0.99,-0.007020405369954262,-0.007010344164115922,0.1361212009969666,-0.015912528001156178,0.06114084254422348,0.01538509111177481,-0.08444856091252467,-0.15031581629354301,0.9030946089444367,-0.16079123424474648,0.8518213205696286,0.1395046702778957
195,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,60,7180,352,864,864,127000,1,0,0,4,1,0.99,-0.03441766564392686,-0.015596663077855434,-0.08531744498328729,-0.1227324225000258,-0.031657848126807615,-0.0748801498269837,-0.4140106134094934,-0.3344236869287657,-0.5660376491611865,-1.2401736351504287,-0.4410608175421325,-0.6789774942559786
196,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,Above Average,Above Average,24,2280,440,1456,855,148500,1,0,0,0,0,0.99,-0.15770533687680358,-0.03849974564580514,-0.023258206619394477,-0.011202656109671624,-0.03313084321682398,-0.04502318551647127,-1.8970398496458527,-0.8255116379971331,-0.1543063156793558,-0.11319941762633014,-0.46158275624231915,-0.408248778294774
197,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,79,9416,786,1726,1726,311872,1,0,0,0,0,0.99,0.030650827506758068,-0.00514537886929716,0.2207474351295477,0.03966396031836153,0.10942234827253772,0.1818508597550188,0.3686992612708074,-0.11032722599226166,1.4645464273287514,0.4007922018525662,1.5244848668535256,1.6489368860779663
198,2-1/2 STORY ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Below Average,174,25419,795,3112,1360,235000,1,0,0,0,0,0.99,0.3559932932601827,0.06965421915823328,0.22709440268949127,0.30077925798226507,0.04952054794520548,0.07509901973279967,4.282248634672311,1.4935259333846944,1.506655313707575,3.0392825151775673,0.689926026379267,0.6809621022003048
199,2-1/2 STORY ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two and one-half story: 2nd level finished,Above Average,Above Average,92,5520,0,2229,755,104000,1,0,0,0,0,0.99,0.07517137545196355,-0.023355666560058806,-0.33355439843885853,0.13442658277503072,-0.049497455328116946,-0.10682015815915978,0.9042375965783815,-0.500792258107029,-2.2129629830885094,1.3583395522151025,-0.6896042973555045,-0.9685942601679649
200,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,76,9591,856,1713,1713,274900,1,0,0,0,0,0.99,0.02037685490401834,-0.004327411634727528,0.2701127383735533,0.037214826934789565,0.10729468869806964,0.13050799070905297,0.24511349158444407,-0.09278837059696282,1.7920599880529349,0.37604445721098967,1.4948420665088114,1.1833842308910985
201,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Below Average,Average,80,8546,440,1121,1121,140000,1,0,0,0,0,0.99,0.03407548504100464,-0.009211844549729047,-0.023258206619394477,-0.07431493945556461,0.0104043449992153,-0.05682710163923199,0.40989451783292846,-0.19752039281460446,-0.1543063156793558,-0.7509297603131089,0.14495454311875394,-0.5152810613492037
167,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Average,,10708,303,1867,1617,190000,1,0,0,4,1,0.99,,0.000893556371068354,-0.11987315725409123,0.0662276377863344,0.0915827410712284,0.012607699082889933,,0.019159637840458904,-0.7952971416681149,0.6692100475804342,1.2759413870401535,0.11432060367685341
202,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Above Average,75,10125,473,1279,1196,171500,1,0,0,0,0,0.99,0.016952197369771764,-0.0018314430446693356,1.4007767065324471e-05,-0.04454854910138225,0.022679304082685023,-0.01308317718429518,0.20391823502232298,-0.0392698061335938,9.293437633073684e-05,-0.4501494792847177,0.315970698953643,-0.11863201238278774
203,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Above Average,Above Average,50,7000,398,1310,617,112000,1,0,0,0,0,0.99,-0.06866424098639262,-0.016438000804841344,-0.052877388565797864,-0.03870830795594141,-0.07208338004170123,-0.09571059004362027,-0.8259631790307044,-0.3524636524782159,-0.3508144521138659,-0.3911356266778815,-1.0042740240917003,-0.8678579937637958
205,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Average,Good,50,3500,240,1284,720,110000,1,0,0,0,0,0.99,-0.06866424098639262,-0.03279734549623399,-0.16430193017369632,-0.043606574723085344,-0.05522576956706948,-0.09848798207250516,-0.8259631790307044,-0.7032407603841927,-1.0900593463198802,-0.44063111596103444,-0.7694118367451195,-0.893042060364838
206,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,99,11851,500,1442,1424,180500,1,0,0,0,0,0.99,0.09914397819168957,0.006236050937428867,0.019054910446896074,-0.013840184368902974,0.059995179696432976,-0.0005849130543132329,1.1926043925132293,0.13371341907946788,0.12641959351280152,-0.13985083493264328,0.8358598126917056,-0.00530371267809745
207,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Average,40,13673,349,1696,1140,143900,1,0,0,4,1,0.99,-0.10291081632885837,0.014752258373919554,-0.08743310083660182,0.034012114048580074,0.013514001300360963,-0.051411187182906486,-1.2379157446519153,0.3163179592522364,-0.5800739446207944,0.3436820219104666,0.18827863593025915,-0.4661721314771713
210,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Good,75,8250,504,1092,1092,145000,1,0,0,0,0,0.99,0.016952197369771764,-0.01059537770077254,0.02187578491798211,-0.0797783908496867,0.00565802748694034,-0.0498836215670198,0.20391823502232298,-0.22718611394036706,0.14513465412561202,-0.8061362675904719,0.07882829619593018,-0.45232089484659804
211,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,67,5604,0,864,864,98000,1,0,0,0,0,0.99,-0.010445062904200837,-0.02296304228746538,-0.33355439843885853,-0.1227324225000258,-0.031657848126807615,-0.11515233424581442,-0.12564381747464576,-0.4923736075172855,-2.2129629830885094,-1.2401736351504287,-0.4410608175421325,-1.044146459971092
212,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Average,83,10420,460,1212,1212,186000,1,0,0,0,0,0.99,0.044349457643744365,-0.0004525839921090981,-0.009153834263964294,-0.05717100577056085,0.025297962020491897,0.007052915025120179,0.5334802875192918,-0.009704307038661472,-0.06073101261530335,-0.5776955478220734,0.35245414553175264,0.06395247047476883
213,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,72,8640,644,1852,900,252678,1,0,0,0,0,0.99,0.006678224767032039,-0.008772479292303074,0.1206063914059934,0.06340171465144367,-0.025765867766742147,0.0996483878761131,0.0803324653359597,-0.18809952191655824,0.800161775573979,0.6406549576093845,-0.35897306274138574,0.9035640668869176
216,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,72,10011,447,1236,1070,134450,1,0,0,4,1,0.99,0.006678224767032039,-0.0023642902717604104,-0.018321676294993913,-0.05264952875473568,0.0020573728224558886,-0.06453436451938753,0.0803324653359597,-0.050695117648245615,-0.12155495960693743,-0.5320074038683938,0.028663557151029393,-0.5851668461670961
217,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,65,8450,484,1436,1436,210000,1,0,0,0,0,0.99,-0.017294377972693988,-0.009660558004121531,0.007771412562551925,-0.014970553622859267,0.06195917314978813,0.0403816193717387,-0.20803433059888796,-0.20714170777431126,0.05155935106155958,-0.1512728709210632,0.8632223976252879,0.3661612696872763
218,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Below Average,Below Average,57,9906,210,1328,686,107000,1,0,0,0,0,0.99,-0.04469163824666659,-0.00285507061250219,-0.1854584887068416,-0.03531720019407253,-0.06079041768490909,-0.10265407011583247,-0.5375963830958567,-0.06121843088542492,-1.2304223009159587,-0.35686951871262174,-0.8469391607236024,-0.9308181602664015
220,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Good,Average,43,3010,438,1248,1248,167240,1,0,0,0,0,0.99,-0.09263684372611865,-0.03508765375302896,-0.024668643854937496,-0.05038879024682309,0.03118994238055736,-0.01899902220581997,-1.114329974965552,-0.7523495554910294,-0.16366384598576103,-0.5091633318915539,0.43454190033249934,-0.1722740742430078
221,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,73,8990,675,1498,1498,204900,1,0,0,4,1,0.99,0.010102882301278615,-0.007136544823163809,0.14246816855691016,-0.0032900713319775786,0.07210647265878976,0.033299269698082265,0.1215277218980808,-0.15302181112596056,0.9452034953232603,-0.033245165707390716,1.0045957531154628,0.30194189985461845
223,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Above Average,85,11475,434,1552,713,179900,1,0,0,0,0,0.99,0.051198772712237516,0.004478589907724971,-0.027489518326023532,0.006883251953629053,-0.056371432414859986,-0.0014181306629786961,0.6158708006435339,0.09602993548728296,-0.1823789065985715,0.06955315818838854,-0.7853733446230424,-0.012858932658410135
224,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Below Average,Above Average,70,10500,576,864,864,97000,1,0,0,0,0,0.99,-0.0001710903014611113,-7.865611344869476e-05,0.07265152539753077,-0.1227324225000258,-0.031657848126807615,-0.11654103026025685,-0.0020580477882824874,-0.0016865445722391457,0.4820057451562008,-1.2401736351504287,-0.4410608175421325,-1.0567384932716128
225,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Excellent,Average,103,13472,968,2392,2392,386250,1,0,0,0,0,0.99,0.11284260832867588,0.01381276457878529,0.3490972235639624,0.16513494750750998,0.21842398493374884,0.2851392919172185,1.3573854187617136,0.29617333105535026,2.3160816852116284,1.668638196567177,3.04310833066734,2.585507138904128
226,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,Average,Average,21,1680,280,1302,630,112000,1,0,0,0,0,0.99,-0.16797930947954332,-0.04130420473575817,-0.13609318546283594,-0.040215466961216466,-0.06995572046723314,-0.09571059004362027,-2.020625619332216,-0.8856448564953006,-0.9029087401917752,-0.4063650079957747,-0.9746312237469863,-0.8678579937637958
227,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,82,9950,721,2520,1203,290000,1,0,0,4,1,0.99,0.04092480010949779,-0.002649410279238968,0.1749082249743996,0.1892494915919109,0.02382496693047553,0.1514773005271338,0.49228503095717063,-0.05680866152889264,1.160426692370581,1.9123082976534687,0.33193220683156593,1.3735239337289677
228,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,Above Average,Above Average,21,1869,280,987,483,106000,1,0,0,0,0,0.99,-0.16797930947954332,-0.04042080012242296,-0.13609318546283594,-0.09955985279392181,-0.0940146402708338,-0.10404276613027491,-2.020625619332216,-0.8667028926683779,-0.9029087401917752,-1.0060218973878203,-1.3098228891833688,-0.9434101935669227
229,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Average,70,8521,336,912,912,125000,1,0,0,0,0,0.99,-0.0001710903014611113,-0.009328697011810423,-0.09660094286763143,-0.11368946846837547,-0.02380187431338699,-0.07765754185586857,-0.0020580477882824874,-0.20002594358536144,-0.6408978916124285,-1.1487973472430695,-0.3316104778078035,-0.7041615608570209
230,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Good,Average,43,3182,430,1555,1373,192500,1,0,0,0,0,0.99,-0.09263684372611865,-0.034283708813909096,-0.03031039279710957,0.0074484365806072,0.05164820751967356,0.01607943911899603,-1.114329974965552,-0.7351113661882215,-0.201093967211382,0.07526417618259851,0.719568826723981,0.14580068692815626
231,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Above Average,73,8760,312,1194,1194,148000,1,0,0,0,0,0.99,0.010102882301278615,-0.008211587474312469,-0.11352618969414766,-0.060562113532429726,0.022351971840459162,-0.04571753352369248,0.1215277218980808,-0.17607287821692474,-0.7531882552892913,-0.6119616557873332,0.3114102681313793,-0.4145447949450346
233,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,Above Average,Average,21,1680,288,987,483,94500,1,0,0,0,0,0.99,-0.16797930947954332,-0.04130420473575817,-0.13045143652066388,-0.09955985279392181,-0.0940146402708338,-0.12001277029636295,-2.020625619332216,-0.8856448564953006,-0.8654786189661543,-1.0060218973878203,-1.3098228891833688,-1.0882185765229158
234,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,75,10650,308,894,894,128200,1,0,0,0,0,0.99,0.016952197369771764,0.0006224586590395615,-0.11634706416523369,-0.11708057623024434,-0.026747864493419725,-0.07321371460965277,0.20391823502232298,0.013346760052302715,-0.7719033159021019,-1.183063455208329,-0.37265435520817686,-0.6638670542953532
236,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,Above Average,Fair,21,1680,264,987,483,89500,1,0,0,0,0,0.99,-0.16797930947954332,-0.04130420473575817,-0.1473766833471801,-0.09955985279392181,-0.0940146402708338,-0.12695625036857514,-2.020625619332216,-0.8856448564953006,-0.9777689826430173,-1.0060218973878203,-1.3098228891833688,-1.1511787430255216
237,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,65,8773,494,1414,1414,185500,1,0,0,0,0,0.99,-0.017294377972693988,-0.008150824194030152,0.014823598740267016,-0.019115240887365673,0.05835851848530368,0.00635856701789896,-0.20803433059888796,-0.17476999181613112,0.0983470025935858,-0.19315366954526958,0.8130576585803871,0.057656453824508264
204,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Above Average,Average,,4438,420,848,848,149000,1,0,0,0,0,0.99,,-0.02841304111894076,-0.03736257897482466,-0.1257467405105759,-0.034276506064614486,-0.04432883750925005,,-0.6092324954653909,-0.24788161874340822,-1.2706323977862153,-0.47754426412024215,-0.4019527616445135
239,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,93,12030,818,1694,1694,318000,1,0,0,0,0,0.99,0.07859603298621012,0.0070727145659315194,0.24331443089823598,0.03363532429726131,0.10418503239692398,0.19036078893152206,0.9454328531405026,0.15165316259808784,1.6142669122312352,0.3398746765809933,1.451517973697306,1.7261008661435597
